호선,역외부코드,역코드,역명,상하선,승강장위치,연단간격,높이차,승강장선형
6,648,2649,신내,상선,본선 응암 방면 7-2,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 7-3,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 7-4,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 8-1,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 8-2,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 8-3,좁음,낮음,곡선
6,648,2649,신내,상선,본선 응암 방면 8-4,좁음,낮음,곡선
7,709,2711,장암,상선,본선 장암 방면 1-1,보통,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 1-2,보통,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 1-3,보통,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 1-4,보통,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 2-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 2-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 2-3,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 2-4,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 3-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 3-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 3-3,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 3-4,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 4-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 4-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 4-3,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 4-4,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 5-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 5-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 5-3,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 5-4,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 6-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 6-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 6-3,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 6-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 2-3,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 2-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 3-1,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 3-2,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 3-3,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 3-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 4-1,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 4-2,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 4-3,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 4-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 5-1,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 5-2,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 5-3,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 5-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 6-1,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 6-2,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 6-3,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 6-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 7-1,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 7-2,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 7-3,좁음,보통,직선
7,729,2731,청담,상선,중선 장암 방면 7-4,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 8-1,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 8-2,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 8-3,좁음,낮음,직선
7,729,2731,청담,상선,중선 장암 방면 8-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 1-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 1-2,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 1-3,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 1-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 2-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 2-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 2-3,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 2-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 3-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 3-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 3-3,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 3-4,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 4-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 4-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 4-3,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 4-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 5-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 5-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 5-3,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 5-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 6-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 6-2,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 6-3,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 6-4,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 7-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 7-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 7-3,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 7-4,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 8-1,좁음,낮음,직선
7,729,2731,청담,하선,중선 석남 방면 8-2,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 8-3,좁음,보통,직선
7,729,2731,청담,하선,중선 석남 방면 8-4,좁음,낮음,직선
7,730,2732,강남구청,상선,본선 장암 방면 1-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 1-2,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 1-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 1-4,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 2-1,보통,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 2-2,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 2-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 2-4,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 3-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 3-2,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 3-3,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 3-4,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 4-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 4-2,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 4-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 4-4,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 5-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 5-2,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 5-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 5-4,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 6-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 6-2,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 6-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 1-2,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 1-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 1-4,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 2-1,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 2-2,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 2-3,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 2-4,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 3-1,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 3-2,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 3-3,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 3-4,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 4-1,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 4-2,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 4-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 4-4,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 5-1,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 5-2,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 5-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 5-4,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 6-1,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 6-2,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 6-3,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 6-4,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 7-1,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 7-2,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 7-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 7-4,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 8-1,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 8-2,좁음,낮음,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 8-3,좁음,보통,곡선
7,748,2750,광명사거리,상선,중선 장암 방면 8-4,좁음,보통,곡선
7,749,2751,천왕,상선,본선 장암 방면 1-1,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 1-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 1-3,좁음,보통,곡선
7,749,2751,천왕,상선,본선 장암 방면 1-4,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 2-1,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 2-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 2-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 2-4,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 3-1,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 3-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 3-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 3-4,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 4-1,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 4-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 4-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 4-4,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 5-1,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 5-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 5-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 5-4,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 6-1,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 6-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 6-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 6-4,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 7-1,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 7-2,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 7-3,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 7-4,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 8-1,보통,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 8-2,좁음,낮음,곡선
7,749,2751,천왕,상선,본선 장암 방면 8-3,좁음,보통,곡선
7,749,2751,천왕,상선,본선 장암 방면 8-4,보통,낮음,곡선
7,749,2751,천왕,하선,본선 석남 방면 1-1,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 1-2,보통,낮음,곡선
7,749,2751,천왕,하선,본선 석남 방면 1-3,보통,낮음,곡선
7,749,2751,천왕,하선,본선 석남 방면 1-4,좁음,낮음,곡선
7,749,2751,천왕,하선,본선 석남 방면 2-1,좁음,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 2-2,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 2-3,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 2-4,좁음,낮음,곡선
7,749,2751,천왕,하선,본선 석남 방면 3-1,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 3-2,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 3-3,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 3-4,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 4-1,좁음,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 4-2,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 4-3,보통,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 4-4,좁음,보통,곡선
7,749,2751,천왕,하선,본선 석남 방면 5-1,좁음,보통,곡선
8,827,2827,모란,상선,본선 암사 방면 4-1,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 4-2,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 4-3,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 4-4,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 5-1,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 5-2,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 5-3,좁음,보통,곡선
8,827,2827,모란,상선,본선 암사 방면 5-4,좁음,낮음,곡선
8,827,2827,모란,상선,본선 암사 방면 6-1,좁음,보통,곡선
8,827,2827,모란,상선,본선 암사 방면 6-2,좁음,보통,곡선
8,827,2827,모란,상선,본선 암사 방면 6-3,좁음,보통,곡선
8,827,2827,모란,상선,본선 암사 방면 6-4,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 1-1,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 1-2,보통,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 1-3,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 1-4,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 2-1,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 2-2,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 2-3,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 2-4,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 3-1,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 3-2,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 3-3,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 3-4,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 4-1,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 4-2,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 4-3,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 4-4,좁음,낮음,곡선
8,827,2827,모란,하선,본선 모란 방면 5-1,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 5-2,보통,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 5-3,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 5-4,보통,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 6-1,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 6-2,좁음,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 6-3,보통,보통,곡선
8,827,2827,모란,하선,본선 모란 방면 6-4,좁음,보통,곡선
7,709,2711,장암,상선,본선 장암 방면 7-1,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 7-2,좁음,낮음,직선
7,709,2711,장암,상선,본선 장암 방면 7-3,좁음,보통,직선
7,709,2711,장암,상선,본선 장암 방면 7-4,좁음,보통,직선
7,709,2711,장암,상선,본선 장암 방면 8-1,좁음,보통,직선
7,709,2711,장암,상선,본선 장암 방면 8-2,좁음,보통,직선
7,709,2711,장암,상선,본선 장암 방면 8-3,좁음,보통,직선
7,709,2711,장암,상선,본선 장암 방면 8-4,좁음,낮음,직선
7,710,2712,도봉산,상선,본선 장암 방면 1-1,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 1-2,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 1-3,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 1-4,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 2-1,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 2-2,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 2-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 2-4,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 3-1,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 3-2,좁음,보통,곡선
7,710,2712,도봉산,상선,본선 장암 방면 3-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 3-4,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 4-1,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 4-2,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 4-3,넓음,보통,곡선
7,710,2712,도봉산,상선,본선 장암 방면 4-4,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 5-1,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 5-2,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 5-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 5-4,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 6-1,보통,보통,곡선
7,710,2712,도봉산,상선,본선 장암 방면 6-2,좁음,보통,곡선
7,710,2712,도봉산,상선,본선 장암 방면 6-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 6-4,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 7-1,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 7-2,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 7-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 7-4,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 8-1,보통,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 8-2,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 8-3,좁음,낮음,곡선
7,710,2712,도봉산,상선,본선 장암 방면 8-4,좁음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 1-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 1-2,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 1-3,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 1-4,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 2-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 2-2,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 2-3,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 2-4,보통,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 3-1,보통,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 3-2,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 3-3,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 3-4,보통,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 4-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 4-2,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 4-3,좁음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 4-4,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 5-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 5-2,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 5-3,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 5-4,보통,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 6-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 6-2,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 6-3,넓음,보통,곡선
7,710,2712,도봉산,하선,본선 석남 방면 6-4,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 7-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 7-2,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 7-3,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 7-4,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 8-1,보통,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 8-2,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 8-3,넓음,낮음,곡선
7,710,2712,도봉산,하선,본선 석남 방면 8-4,보통,낮음,곡선
7,711,2713,수락산,상선,본선 장암 방면 1-1,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 1-2,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 1-3,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 1-4,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 2-1,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 2-2,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 2-3,좁음,보통,직선
7,711,2713,수락산,상선,본선 장암 방면 2-4,좁음,보통,직선
7,730,2732,강남구청,상선,본선 장암 방면 6-4,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 7-1,보통,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 7-2,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 7-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 7-4,좁음,보통,곡선
7,730,2732,강남구청,상선,본선 장암 방면 8-1,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 8-2,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 8-3,좁음,낮음,곡선
7,730,2732,강남구청,상선,본선 장암 방면 8-4,보통,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 1-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 1-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 1-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 1-4,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 2-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 2-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 2-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 2-4,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 3-1,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 3-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 3-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 3-4,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 4-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 4-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 4-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 4-4,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 5-1,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 5-2,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 5-3,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 5-4,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 6-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 6-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 6-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 6-4,좁음,낮음,곡선
7,730,2732,강남구청,하선,본선 석남 방면 7-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 7-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 7-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 7-4,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 8-1,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 8-2,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 8-3,좁음,보통,곡선
7,730,2732,강남구청,하선,본선 석남 방면 8-4,좁음,낮음,곡선
7,731,2733,학동,상선,본선 장암 방면 1-1,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 1-2,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 1-3,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 1-4,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 2-1,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 2-2,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 2-3,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 2-4,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 3-1,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 3-2,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 3-3,좁음,보통,직선
7,731,2733,학동,상선,본선 장암 방면 3-4,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 4-1,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 4-2,좁음,낮음,직선
7,731,2733,학동,상선,본선 장암 방면 4-3,좁음,낮음,직선
